idx,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
5932,145000.0,good,Center,5,Nalbandyan St,5,Yerevan,112.0,http://www.myrealty.am/en/item/28811/5-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
5933,50000.0,good,Center,9,Tsovakal Isakov Ave,3,Yerevan,125.0,http://www.myrealty.am/en/item/34744/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,6,2.8
5934,60000.0,good,Arabkir,16,V.Vagharshyan St,3,Yerevan,81.0,http://www.myrealty.am/en/item/33903/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
5935,145000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,107.0,http://www.myrealty.am/en/item/29583/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
5937,63000.0,newly repaired,Center,12,M.Khorenatsi St,2,Yerevan,51.0,http://www.myrealty.am/en/item/8733/apartment-for-sale-in-Yerevan,1,monolit,12,3.0
5938,95000.0,newly repaired,Center,4,Proshyan 1 alley,3,Yerevan,72.0,http://www.myrealty.am/en/item/33951/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,2.8
5939,75000.0,newly repaired,Avan,12,Tsarav Aghbyur St,3,Yerevan,95.0,http://www.myrealty.am/en/item/25954/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,2,3.0
5940,52000.0,good,Arabkir,14,Mamikoniants St,3,Yerevan,78.0,http://www.myrealty.am/en/item/32897/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,10,2.8
5941,42000.0,newly repaired,Arabkir,9,Komitas Ave,1,Yerevan,42.0,http://www.myrealty.am/en/item/34186/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
5942,45000.0,good,Arabkir,9,Komitas Ave,2,Yerevan,71.0,http://www.myrealty.am/en/item/34800/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
5944,145000.0,newly repaired,Center,5,M.Khorenatsi St,4,Yerevan,100.0,http://www.myrealty.am/en/item/34816/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.0
5945,228000.0,newly repaired,Center,5,Antarayin St,4,Yerevan,140.0,http://www.myrealty.am/en/item/34840/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
5946,55000.0,newly repaired,Arabkir,5,Orbeli Yeghbayrner   St,2,Yerevan,46.0,http://www.myrealty.am/en/item/14661/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
5947,42000.0,zero condition,Center,9,Kajaznuni St,2,Yerevan,65.0,http://www.myrealty.am/en/item/34855/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
5948,85000.0,newly repaired,Center,9,Saryan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/34852/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
5949,90000.0,good,Arabkir,5,Komitas Ave,4,Yerevan,105.0,http://www.myrealty.am/en/item/34859/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,4,3.0
5950,120000.0,newly repaired,Center,5,E. Qochar St,3,Yerevan,75.0,http://www.myrealty.am/en/item/34851/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,3.0
5951,83000.0,newly repaired,Center,11,Tumanyan St,2,Yerevan,66.0,http://www.myrealty.am/en/item/28391/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,3.0
5954,34000.0,newly repaired,Arabkir,5,A. Khachatrian St,1,Yerevan,45.0,http://www.myrealty.am/en/item/28746/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
5955,51000.0,newly repaired,Arabkir,9,Sundukyan St,2,Yerevan,74.0,http://www.myrealty.am/en/item/28784/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
5956,53000.0,newly repaired,Davtashen,9,Davtashen 1 district,3,Yerevan,98.0,http://www.myrealty.am/en/item/28656/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,1,3.0
5957,71000.0,good,Center,5,A.Manukyan St,2,Yerevan,69.0,http://www.myrealty.am/en/item/28929/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
5958,95000.0,zero condition,Center,5,Nalbandyan St,2,Yerevan,80.0,http://www.myrealty.am/en/item/31090/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
5959,46000.0,zero condition,Center,5,Mashtots Ave,1,Yerevan,40.0,http://www.myrealty.am/en/item/31190/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
5960,160000.0,newly repaired,Center,15,Argishti St,4,Yerevan,112.0,http://www.myrealty.am/en/item/35980/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
5961,52000.0,newly repaired,Avan,14,Narekatsi district,3,Yerevan,81.0,http://www.myrealty.am/en/item/28748/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,4,2.8
5962,50000.0,newly repaired,Avan,9,Isahakyan district,3,Yerevan,82.0,http://www.myrealty.am/en/item/28961/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,3.0
5963,37000.0,good,Avan,14,Avan-Arinj 1 micro,3,Yerevan,85.0,http://www.myrealty.am/en/item/28703/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,2,2.8
5964,160000.0,good,Center,5,Mashtots Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/35015/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
5965,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/33005/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
5966,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/32718/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
5967,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/32737/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
5968,160000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,90.0,http://www.myrealty.am/en/item/32896/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
5969,160000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,88.0,http://www.myrealty.am/en/item/35211/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,6,2.8
5970,160000.0,newly repaired,Arabkir,18,Keri St,3,Yerevan,100.0,http://www.myrealty.am/en/item/31742/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,4,3.0
5971,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/31729/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
5972,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/31713/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
5973,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/31654/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
5974,160000.0,newly repaired,Arabkir,13,Komitas Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/31677/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,3.0
5975,160000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,88.0,http://www.myrealty.am/en/item/31184/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,6,3.0
5976,160000.0,good,Center,5,Mashtots Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/30938/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
5977,160000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,88.0,http://www.myrealty.am/en/item/31254/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
5978,160000.0,newly repaired,Arabkir,5,Kasyan St,5,Yerevan,141.0,http://www.myrealty.am/en/item/30529/5-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,5,3.0
5979,160000.0,newly repaired,Center,10,Aghayan St,4,Yerevan,110.0,http://www.myrealty.am/en/item/30715/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,4,2.8
5982,160000.0,newly repaired,Center,6,Mashtots Ave,3,Yerevan,120.0,http://www.myrealty.am/en/item/30214/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
5985,160000.0,newly repaired,Arabkir,18,Keri St,3,Yerevan,100.0,http://www.myrealty.am/en/item/29853/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,4,3.0
5986,160000.0,newly repaired,Center,17,Sayat Nova Ave,4,Yerevan,90.0,http://www.myrealty.am/en/item/21042/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,16,3.0
5987,160000.0,newly repaired,Center,5,Teryan St,3,Yerevan,123.0,http://www.myrealty.am/en/item/27584/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
5988,160000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,110.0,http://www.myrealty.am/en/item/26419/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
5989,160000.0,newly repaired,Center,15,Aram St,2,Yerevan,102.0,http://www.myrealty.am/en/item/24261/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,10,3.0
5990,160000.0,zero condition,Center,17,Mashtots Ave,3,Yerevan,143.0,http://www.myrealty.am/en/item/20224/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3.0
5991,160000.0,newly repaired,Arabkir,13,Komitas Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/33700/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,5,3.2
5993,155000.0,newly repaired,Center,5,Tamanyan St,2,Yerevan,57.0,http://www.myrealty.am/en/item/36487/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
5994,160000.0,newly repaired,Center,11,Amiryan St,3,Yerevan,110.0,http://www.myrealty.am/en/item/19068/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,11,3.0
5995,155000.0,newly repaired,Center,4,Tumanyan St,2,Yerevan,60.0,http://www.myrealty.am/en/item/28576/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
5996,155000.0,newly repaired,Center,6,Tumanyan St,3,Yerevan,100.0,http://www.myrealty.am/en/item/26782/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.2
5997,155000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/23249/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
5998,160000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,104.0,http://www.myrealty.am/en/item/19791/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,1,2.6
5999,155000.0,good,Arabkir,16,Kievyan St,3,Yerevan,100.0,http://www.myrealty.am/en/item/21498/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,9,2.8
6000,155000.0,zero condition,Center,9,D. Demirchyan St,3,Yerevan,105.0,http://www.myrealty.am/en/item/25964/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,2.8
6001,155000.0,good,Center,6,Sayat Nova Ave,4,Yerevan,106.0,http://www.myrealty.am/en/item/27857/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.2
6002,155000.0,good,Center,6,Sayat Nova Ave,3,Yerevan,106.0,http://www.myrealty.am/en/item/22890/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.0
6003,155000.0,newly repaired,Center,6,Sayat Nova Ave,4,Yerevan,110.0,http://www.myrealty.am/en/item/27552/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.2
6006,155000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,100.0,http://www.myrealty.am/en/item/17766/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
6007,155000.0,newly repaired,Center,11,D. Demirchyan St,3,Yerevan,84.0,http://www.myrealty.am/en/item/16153/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,3,3.0
6008,155000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,106.0,http://www.myrealty.am/en/item/33847/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
6009,155000.0,good,Center,6,Abovyan St,3,Yerevan,90.0,http://www.myrealty.am/en/item/14752/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,6,3.2
6010,155000.0,newly repaired,Center,9,Northern Ave,3,Yerevan,130.0,http://www.myrealty.am/en/item/34880/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
6011,155000.0,newly repaired,Center,5,Abovyan St,2,Yerevan,65.0,http://www.myrealty.am/en/item/10828/apartment-for-sale-in-Yerevan,1,stone,2,3.0
6012,155000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,106.0,http://www.myrealty.am/en/item/17597/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
6013,155000.0,newly repaired,Center,5,Bayron St,2,Yerevan,95.0,http://www.myrealty.am/en/item/13672/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.0
6014,130000.0,good,Center,5,A.Manukyan St,4,Yerevan,100.0,http://www.myrealty.am/en/item/20165/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
6015,89900.0,newly repaired,Avan,3,Tsarav Aghbyur St,3,Yerevan,76.0,http://www.myrealty.am/en/item/16257/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,2,3.0
6016,115000.0,newly repaired,Center,10,Pushkin St,2,Yerevan,92.0,http://www.myrealty.am/en/item/291/apartment-for-sale-in-Yerevan,1,monolit,2,2.8
6017,155000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,110.0,http://www.myrealty.am/en/item/7484/apartment-for-sale-in-Yerevan,1,stone,2,3.2
6018,175000.0,newly repaired,Center,9,Ler. Kamsar St,4,Yerevan,125.0,http://www.myrealty.am/en/item/14105/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,3.0
6019,85000.0,good,Center,9,Tigran Mets Ave,3,Yerevan,96.0,http://www.myrealty.am/en/item/17055/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
6020,155000.0,newly repaired,Center,6,Sayat Nova Ave,4,Yerevan,106.0,http://www.myrealty.am/en/item/16781/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,6,2.8
6021,50000.0,good,Arabkir,5,Orbeli Yeghbayrner   St,1,Yerevan,45.0,http://www.myrealty.am/en/item/32566/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
6022,57000.0,newly repaired,Davtashen,9,Petrosyan St,3,Yerevan,73.0,http://www.myrealty.am/en/item/32859/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,2,2.8
6024,45000.0,good,Davtashen,16,Davtashen 1 district,4,Yerevan,97.0,http://www.myrealty.am/en/item/32860/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
6025,125000.0,newly repaired,Center,7,Charents St,4,Yerevan,110.0,http://www.myrealty.am/en/item/16155/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
6026,51000.0,newly repaired,Qanaqer-Zeytun,5,Droi St,3,Yerevan,70.0,http://www.myrealty.am/en/item/14084/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
6027,150000.0,newly repaired,Center,5,Baghramyan Ave (Kentron),4,Yerevan,130.0,http://www.myrealty.am/en/item/32801/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
6028,48000.0,newly repaired,Davtashen,9,Davtashen 4 district,3,Yerevan,100.0,http://www.myrealty.am/en/item/33001/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,6,2.8
6029,250000.0,newly repaired,Center,7,Antarayin St,4,Yerevan,148.0,http://www.myrealty.am/en/item/32762/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
6030,35500.0,newly repaired,Erebuni,11,Artsakh ave,1,Yerevan,48.0,http://www.myrealty.am/en/item/34679/1-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,2,2.8
6031,52000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,65.0,http://www.myrealty.am/en/item/31454/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
6032,63000.0,good,Arabkir,4,N. Tigranyan St,2,Yerevan,69.0,http://www.myrealty.am/en/item/34680/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3.0
6033,53000.0,newly repaired,Avan,9,Tsarav Aghbyur St,2,Yerevan,56.0,http://www.myrealty.am/en/item/34651/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,2,2.8
6034,80000.0,good,Avan,14,Tsarav Aghbyur St,3,Yerevan,94.0,http://www.myrealty.am/en/item/31926/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,7,3.0
6035,127000.0,zero condition,Center,15,Aram St,3,Yerevan,112.0,http://www.myrealty.am/en/item/9744/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.2
6036,67000.0,good,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,92.0,http://www.myrealty.am/en/item/33058/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,3.2
6037,85000.0,newly repaired,Center,21,Tsitsernakaberd Highway,2,Yerevan,75.0,http://www.myrealty.am/en/item/34061/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
6038,155000.0,good,Center,6,Sayat Nova Ave,4,Yerevan,110.0,http://www.myrealty.am/en/item/20945/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,2.8
6039,62000.0,newly repaired,Qanaqer-Zeytun,9,Rubinyants St,3,Yerevan,78.0,http://www.myrealty.am/en/item/15054/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,7,2.8
6040,70000.0,zero condition,Arabkir,18,Komitas Ave,2,Yerevan,63.0,http://www.myrealty.am/en/item/34705/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,8,3.0
6041,133000.0,newly repaired,Center,7,Moskovyan St,2,Yerevan,72.0,http://www.myrealty.am/en/item/32139/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
6042,170000.0,good,Center,23,Vardanants St,2,Yerevan,90.0,http://www.myrealty.am/en/item/36385/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,10,2.8
6043,170000.0,newly repaired,Center,8,Teryan St,3,Yerevan,120.0,http://www.myrealty.am/en/item/34946/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3.0
6044,52000.0,newly repaired,Center,5,Sayat Nova Ave,1,Yerevan,38.0,http://www.myrealty.am/en/item/15210/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
6045,63000.0,zero condition,Arabkir,18,Komitas Ave,2,Yerevan,66.0,http://www.myrealty.am/en/item/34706/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3.0
6046,83000.0,zero condition,Arabkir,18,Komitas Ave,2,Yerevan,83.0,http://www.myrealty.am/en/item/34707/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,2.8
6047,37000.0,good,Nor Norq,9,H. Avetisyan St,3,Yerevan,78.0,http://www.myrealty.am/en/item/32768/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,5,2.8
6048,170000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,88.0,http://www.myrealty.am/en/item/34155/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.2
6049,170000.0,newly repaired,Center,16,Saryan St,4,Yerevan,123.0,http://www.myrealty.am/en/item/30923/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,2.8
6051,170000.0,newly repaired,Arabkir,13,Mamikoniants St,4,Yerevan,130.0,http://www.myrealty.am/en/item/31738/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,3,3.0
6054,170000.0,newly repaired,Center,7,Sayat Nova Ave,3,Yerevan,80.0,http://www.myrealty.am/en/item/29540/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
6055,170000.0,good,Center,5,Mashtots Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/28762/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
6056,170000.0,newly repaired,Arabkir,11,Hovsep Emin St,3,Yerevan,96.0,http://www.myrealty.am/en/item/31157/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,6,3.2
6058,170000.0,newly repaired,Center,4,Teryan St,3,Yerevan,85.0,http://www.myrealty.am/en/item/26663/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
6059,170000.0,zero condition,Center,15,Aram St,3,Yerevan,120.0,http://www.myrealty.am/en/item/24587/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,10,2.8
6060,170000.0,good,Center,11,Abovyan St,3,Yerevan,136.0,http://www.myrealty.am/en/item/27735/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,8,3.2
6061,170000.0,newly repaired,Arabkir,13,Mamikoniants St,4,Yerevan,130.0,http://www.myrealty.am/en/item/26584/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,3,3.0
6063,170000.0,newly repaired,Arabkir,14,Hr.Kochar St,3,Yerevan,125.0,http://www.myrealty.am/en/item/28758/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,12,3.0
6064,170000.0,good,Center,9,Saryan St,3,Yerevan,123.0,http://www.myrealty.am/en/item/24047/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
6065,170000.0,newly repaired,Center,4,Koghbatsi St,3,Yerevan,130.0,http://www.myrealty.am/en/item/24041/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
6066,170000.0,newly repaired,Arabkir,5,Kievyan St,4,Yerevan,145.0,http://www.myrealty.am/en/item/22177/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,2,3.2
6067,170000.0,good,Center,5,Abovyan St,4,Yerevan,104.0,http://www.myrealty.am/en/item/20872/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
6068,170000.0,newly repaired,Center,15,Aram St,3,Yerevan,100.0,http://www.myrealty.am/en/item/20155/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
6069,170000.0,good,Center,4,Saryan St,3,Yerevan,110.0,http://www.myrealty.am/en/item/19593/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
6071,170000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,85.0,http://www.myrealty.am/en/item/20711/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
6072,170000.0,newly repaired,Arabkir,13,Komitas Ave,4,Yerevan,132.0,http://www.myrealty.am/en/item/20026/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,13,3.0
6073,170000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,85.0,http://www.myrealty.am/en/item/19462/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
6074,170000.0,newly repaired,Arabkir,12,Mamikoniants St,4,Yerevan,115.0,http://www.myrealty.am/en/item/16392/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,8,3.0
6075,60000.0,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,75.0,http://www.myrealty.am/en/item/33042/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
6076,170000.0,newly repaired,Center,9,Pushkin St,4,Yerevan,109.0,http://www.myrealty.am/en/item/28432/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,3.0
6077,110000.0,newly repaired,Center,14,Argishti St,3,Yerevan,106.0,http://www.myrealty.am/en/item/33053/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,14,2.8
6078,60000.0,good,Avan,9,Tumanyan district,2,Yerevan,68.0,http://www.myrealty.am/en/item/29206/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,8,2.8
6079,69000.0,newly repaired,Shengavit,9,Frunze St,4,Yerevan,98.0,http://www.myrealty.am/en/item/31593/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,6,2.8
6080,58000.0,newly repaired,Shengavit,4,Bagratuniats Ave,3,Yerevan,65.0,http://www.myrealty.am/en/item/31462/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
6083,47000.0,good,Qanaqer-Zeytun,12,Rubinyants St,3,Yerevan,80.0,http://www.myrealty.am/en/item/14048/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
6084,65000.0,newly repaired,Center,5,Mashtots Ave,2,Yerevan,37.0,http://www.myrealty.am/en/item/21113/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
6085,49000.0,good,Center,14,Kajaznuni St,1,Yerevan,52.0,http://www.myrealty.am/en/item/18012/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
6086,50000.0,good,Arabkir,5,Orbeli Yeghbayrner   St,1,Yerevan,45.0,http://www.myrealty.am/en/item/847/apartment-for-sale-in-Yerevan,1,stone,2,3.2
6087,60000.0,good,Qanaqer-Zeytun,9, Z. Kanaqertsi,3,Yerevan,80.0,http://www.myrealty.am/en/item/20303/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,2,2.8
6088,120000.0,good,Arabkir,5,V.Vagharshyan St,4,Yerevan,112.0,http://www.myrealty.am/en/item/15909/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
6089,200000.0,newly repaired,Center,7,Mher Mkrtchyan St,3,Yerevan,110.0,http://www.myrealty.am/en/item/19172/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
6090,125000.0,newly repaired,Arabkir,12,Hr.Kochar St,4,Yerevan,147.0,http://www.myrealty.am/en/item/31953/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,4,2.8
6091,32000.0,good,Shengavit,5,Mantashyan St.,2,Yerevan,60.0,http://www.myrealty.am/en/item/29535/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,5,2.8
